temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain,precipitation,windom_max,shortwave_radiation_sum,year,month,day,id
27.9,10.5,19.3,0.0,0.0,26.3,26.28,2023,3,2,"353f0d11-e638-407e-9216-e30f98e68d04"
27.4,9.6,18.6,0.0,0.0,30.7,26.88,2023,3,3,"c2723243-0bcc-451f-944f-02b9fe27d93e"
28.0,11.7,18.8,0.0,0.0,24.5,26.84,2023,3,4,"883457fa-e975-4f45-992b-b57ffb96baff"
27.2,13.5,19.3,0.0,0.0,23.6,22.35,2023,3,5,"7f44d8df-c9ac-4c7f-b740-463f4e170468"
29.0,11.3,18.8,0.0,0.0,23.8,25.0,2023,3,6,"e5814a12-cb38-439e-8b91-3a3b14352bcb"
27.9,8.7,17.8,0.0,0.0,29.3,27.09,2023,3,7,"dbedbed8-ef3a-4997-b889-558896b62b5a"
27.4,9.6,18.6,0.0,0.0,19.1,27.19,2023,3,8,"33e2e05f-11d8-47df-bb2f-31600db57507"
27.1,9.4,18.3,0.0,0.0,15.8,27.04,2023,3,9,"a8971812-0fb7-46e9-ba61-9115eb1fcd02"
27.6,10.4,18.2,0.0,0.0,26.6,25.76,2023,3,10,"15fbd3ef-25d3-4cc5-a249-6c1f9d946a19"
27.4,9.7,17.9,0.0,0.0,23.7,25.95,2023,3,11,"14bbac79-2c21-42c4-91a7-3f758fba0088"
26.1,10.5,17.0,0.0,0.0,21.3,21.02,2023,3,12,"87197ebf-eeab-453a-866c-5abfebbf1fa6"
24.4,8.5,16.4,0.0,0.0,22.2,22.53,2023,3,13,"62fe6d1c-e83a-4080-a961-2fc20f0bf46c"
22.7,9.2,15.9,0.0,0.0,27.9,22.15,2023,3,14,"0672f09d-e2ef-48f8-8ea0-82b9f174cae4"
20.3,10.4,14.9,1.2,5.0,22.4,19.77,2023,3,15,"9e47cab6-6200-4782-a9a1-cd1221cf29c3"
21.8,7.5,14.6,0.4,2.0,19.3,24.9,2023,3,16,"d44db220-c06d-4b2f-86bb-6939893873e6"
23.3,8.3,15.4,0.6,2.0,21.1,24.76,2023,3,17,"a0804415-2362-40fa-be90-f17264fe3d82"
22.4,10.9,15.7,2.8,3.0,24.1,24.49,2023,3,18,"23681ecd-4e97-4c0f-96ac-e498a6654719"
21.6,8.6,14.2,0.3,1.0,25.1,25.04,2023,3,19,"56c04c91-1b30-4d47-a84e-113b194c1655"
22.7,6.5,14.6,0.0,0.0,25.9,27.81,2023,3,20,"b96f7b0d-ef22-4862-a698-5f9a546adb33"
25.6,9.7,17.6,0.0,0.0,20.5,27.57,2023,3,21,"399cd5a6-bc56-4cc3-9126-5456cf412fb6"
25.9,9.4,17.9,0.0,0.0,22.5,25.48,2023,3,22,"0b14008d-6fc9-46f4-952d-70a3fc6c5071"
27.6,11.7,19.1,0.0,0.0,25.3,24.14,2023,3,23,"0372c1d5-ccba-439b-bb52-cd2f7f564977"
27.0,11.3,19.2,0.1,1.0,19.7,25.83,2023,3,24,"84437b6e-53f8-42b3-9c72-6e3dc0b87547"
28.1,11.9,19.4,0.1,1.0,19.9,25.02,2023,3,25,"1dbae221-f471-4750-a6f5-abbba0476d2d"
27.6,12.9,20.1,0.3,1.0,20.5,26.24,2023,3,26,"f8e697f2-52d5-4cf8-ae6a-97ef68695427"
28.9,12.7,20.1,0.0,0.0,25.2,24.67,2023,3,27,"48f33b28-89ff-4e00-a54d-c882d91ae12f"
27.5,13.5,18.5,1.4,3.0,21.7,23.62,2023,3,28,"74f416bf-bd01-440a-983c-afd7f6475a37"
26.1,11.4,17.4,0.3,2.0,17.7,24.39,2023,3,29,"dfcf1c1a-50b8-409c-9a90-360d10084b7d"
26.0,10.8,18.1,0.0,0.0,24.7,26.18,2023,3,30,"b7a9faeb-8448-4bb7-a383-8720b80779a0"
27.1,10.1,19.3,0.0,0.0,18.7,25.16,2023,3,31,"ed12034e-15de-4955-b749-0884b2a842a0"
28.8,13.3,20.5,0.0,0.0,24.1,27.23,2023,4,1,"f304a7e4-494e-4940-8a63-48160e8c2f9a"
29.2,11.3,20.3,0.0,0.0,22.2,27.12,2023,4,2,"d5b7a5c5-7d4c-4e1d-8bbd-d961abac45a6"
29.8,12.4,20.9,0.0,0.0,27.6,26.34,2023,4,3,"07a37425-28c4-4322-b315-90d16e52d520"
28.6,13.8,20.8,0.0,0.0,26.7,24.7,2023,4,4,"dc49ca07-6411-47a0-94c2-356b3cf8a411"
30.1,11.9,20.6,0.0,0.0,31.3,28.07,2023,4,5,"dc175219-0ebf-4006-830a-a5050653fcf8"
28.0,12.2,19.5,0.0,0.0,28.7,28.08,2023,4,6,"fc653b72-a86a-4903-9255-8799d0aedf33"
26.7,11.9,19.3,0.0,0.0,23.5,27.67,2023,4,7,"2cbe2d1e-977b-4475-9fbe-e652d92ce69e"
26.4,13.4,18.9,0.0,0.0,18.2,24.21,2023,4,8,"cea955d4-cce7-41d9-aeef-2f8e2f29fb09"
27.0,12.7,18.5,0.7,2.0,16.7,26.24,2023,4,9,"6295852b-de53-4830-a959-e7a26de74ad8"
25.2,12.1,16.9,4.5,8.0,26.7,23.58,2023,4,10,"5973fed1-8247-4798-a796-dcabf4aaa443"
